FID	Shape	GaugeLID	Status	Location	Latitude	Longitude	Waterbody	State	Observed	ObsTime	Units	Action	Flood	Moderate	Major	LowThresh	LowThreshU	WFO	HDatum	PEDTS	SecValue	SecUnit	URL
96	Point	AKLA2	not_defined	Auke Bay	58.383056	-134.634722	Auke Lake	AK	30.25	7/8/2016 16:00	ft	 	 	 	 	 	ft	pajk	NAD83/WGS84	HGIRZ	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pajk&gage=akla2
97	Point	AKLN6	no_flooding	Arkport	42.395833	-77.716667	Canisteo River	NY	1228.09	7/8/2016 16:00	ft	1304	 	 	 	 	ft	bgm	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=akln6
98	Point	AKNI4	not_defined	Ankeny US 69	41.779472	-93.60111	Fourmile Creek (Central IA)	IA	0.05	7/8/2016 0:53	ft	 	 	 	 	 	ft	dmx	NAD83/WGS84	HGIRR	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=akni4
99	Point	AKRI4	no_flooding	Akron	42.8375	-96.561667	Big Sioux River	IA	8.27	7/8/2016 16:00	ft	14	16	18	20	 	ft	fsd	NAD83/WGS84	HGIRG	1.59	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=fsd&gage=akri4
100	Point	AKWI4	no_flooding	Ackworth	41.337216	-93.486325	South River (South Central IA)	IA	5.97	7/8/2016 15:15	ft	26	29	30	32	 	ft	dmx	NAD83/WGS84	HGIRG	0.04	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=akwi4
101	Point	AKYC1	not_defined	Kyburz	38.763611	-120.3275	South Fork American River	CA	2.4	7/8/2016 15:00	ft	 	 	 	 	 	ft	sto	NAD83/WGS84	HGIRG	0.13	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sto&gage=akyc1
102	Point	ALAC2	no_flooding	Alamosa	37.480833	-105.878056	Rio Grande	CO	3.22	7/8/2016 15:30	ft	7	9	11	13	 	ft	pub	NAD27	HGIRG	0.32	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pub&gage=alac2
103	Point	ALAG1	no_flooding	Alapaha	31.384167	-83.1925	Alapaha River	GA	208.98	7/8/2016 16:00	ft	220	223	226	 	 	ft	tae	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=alag1
104	Point	ALAL1	not_defined	Algiers Lock	29.916111	-89.971111	Mississippi River	LA	10.01	7/8/2016 16:00	ft	 	 	 	 	 	ft	lix	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=alal1
105	Point	ALAQ9	not_defined	Aishihik	61.590278	-137.411111	Aishihik Lake	AK	10.97	7/8/2016 15:45	ft	 	 	 	 	 	ft	pafg4	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pafg4&gage=alaq9
106	Point	ALAT2	not_defined	Aquilla Lake	31.899722	-97.2025	North Texas Lakes	TX	539.89	7/8/2016 15:30	ft	 	 	 	 	 	ft	fwd	NAD27	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=alat2
107	Point	ALBC1	obs_not_current	D Street	38.003333	-122.128889	Alhambra Creek	CA	 	N/A	ft	 	 	 	 	 	ft	mtr	NAD83/WGS84	HGIRR	 	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=albc1
108	Point	ALBK1	no_flooding	Albert	38.461667	-99.014444	Walnut Creek (KS)	KS	8.63	7/8/2016 15:45	ft	22	24	25	25.7	 	ft	ict	NAD83/WGS84	HGIRG	0.35	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ict&gage=albk1
109	Point	ALBN6	no_flooding	Albany	42.646111	-73.7475	Hudson River	NY	1.19	7/8/2016 15:30	ft	9	11	13	15	 	ft	aly	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=albn6
110	Point	ALBO3	no_flooding	Albany	44.638611	-123.106978	Willamette River	OR	3.19	7/8/2016 11:00	ft	21.6	25	30	32	 	ft	pqr	NAD83/WGS84	HGIRG	5.61	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pqr&gage=albo3
111	Point	ALBW3	no_flooding	Albany	42.705833	-89.437778	Sugar River	WI	3.92	7/8/2016 13:30	ft	8	12	13	14	 	ft	mkx	NAD83/WGS84	HGIRP	0.28	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mkx&gage=albw3
112	Point	ALCG1	no_flooding	Lawrenceville	33.9175	-83.888056	Alcovy River	GA	2.54	7/8/2016 15:45	ft	7	9	11	16	 	ft	ffc	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=alcg1
113	Point	ALCN4	no_flooding	Atlantic City	39.353333	-74.456944	Inside Thorofare	NJ	4.63	7/8/2016 15:54	ft	5.4	5.9	6.9	7.9	 	ft	phi	NAD83/WGS84	HMIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=alcn4
114	Point	ALCT1	not_defined	Alcoa	35.808889	-83.926667	Little River (TN)	TN	3.58	7/8/2016 16:00	ft	 	 	 	 	 	ft	mrx	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=alct1
115	Point	ALDN1	no_flooding	Alda	40.854722	-98.474167	Wood River	NE	3.64	7/8/2016 15:45	ft	9	10	11	12.2	 	ft	gid	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gid&gage=aldn1
116	Point	ALDN7	no_flooding	North Fork New River/Ashland	36.438333	-81.654167	North Fork New River	NC	0.46	7/8/2016 10:30	ft	5	 	 	 	 	ft	rnk	NAD83/WGS84	HGIRR	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=aldn7
117	Point	ALDP1	no_flooding	Aldenville	41.674444	-75.376389	Lackawaxen River	PA	0.56	7/8/2016 15:31	ft	5.5	6.5	7.5	8.5	 	ft	bgm	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=aldp1
118	Point	ALDW2	no_flooding	Alderson	37.724167	-80.641667	Greenbrier River	WV	4.28	7/8/2016 15:45	ft	9	14	16	19	 	ft	rnk	NAD83/WGS84	HGIRG	2.87	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=aldw2
119	Point	ALEA2	not_defined	Dry Bay	59.190556	-138.422778	Alsek River	AK	22.34	7/8/2016 15:45	ft	 	 	 	 	 	ft	pajk	NAD83/WGS84	HGIRZ	113	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pajk&gage=alea2
120	Point	ALEC2	no_flooding	Almont	38.664444	-106.8475	East River (CO)	CO	3.56	7/8/2016 15:15	ft	6.3	7	8	10	 	ft	gjt	NAD83/WGS84	HGIRG	0.42	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=alec2
121	Point	ALEK1	obs_not_current	Abilene	38.929722	-97.227778	Mud Creek (KS)	KS	 	N/A	ft	10	15	27	33	 	ft	top	NAD83/WGS84	HGIRZ	 	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=top&gage=alek1
122	Point	ALEV2	no_flooding	Highway 1 at Alexandria	38.840278	-77.053333	Four Mile Run	VA	1.65	7/8/2016 16:12	ft	4	7	10	12	 	ft	lwx	NAD83/WGS84	HMIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=alev2
123	Point	ALFC1	not_defined	Fremont	37.566667	-122.006111	Alameda Creek	CA	4.3	7/8/2016 16:15	ft	 	 	 	 	 	ft	mtr	NAD83/WGS84	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=alfc1
124	Point	ALFW1	no_flooding	Albeni Falls Dam	48.178889	-116.999722	Pend Oreille River	ID	17.7	7/8/2016 15:00	kcfs	85	95	120	130	 	ft	otx	NAD27	QRIRR	2034.7	ft	http://water.weather.gov/ahps2/hydrograph.php?wfo=otx&gage=alfw1
125	Point	ALGL1	no_flooding	Alto	32.373889	-91.880833	Boeuf River	LA	15.86	7/8/2016 15:00	ft	24	25	33	38	 	ft	jan	NAD83/WGS84	HGIRG	0.31	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=jan&gage=algl1
126	Point	ALIS1	no_flooding	YORK	35.065	-81.138333	Allison Creek	SC	2.94	7/8/2016 15:30	ft	12	14	19	22	 	ft	gsp	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=alis1
127	Point	ALKC1	obs_not_current	Almaden Reservoir	37.1577	-121.8436	Alamitos Creek	CA	 	N/A	ft	 	 	 	 	 	ft	mtr	NAD83/WGS84	HGIRG	 	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=alkc1
128	Point	ALKH1	no_flooding	Kamuela	20.071111	-155.670833	Alakahi Stream	HI	2.19	7/8/2016 16:00	ft	 	7	 	8.7	 	ft	hnl	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=hnl&gage=alkh1
129	Point	ALKP1	no_flooding	Analomink	41.084722	-75.215	Brodhead Creek	PA	1.71	7/8/2016 16:15	ft	7	8	9	11	 	ft	phi	NAD83/WGS84	HGIRG	0.03	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=alkp1
130	Point	ALKT2	not_defined	Lake Austin	30.293889	-97.785	Colorado River (TX)	TX	492.12	7/8/2016 16:00	ft	 	 	 	 	 	ft	ewx	NAD83/WGS84	HPIRZ	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=alkt2
131	Point	ALKV2	no_flooding	BOYDTON-ALLEN CREEK	36.679444	-78.326944	Allen Creek	VA	2.73	7/8/2016 15:30	ft	 	15	 	 	 	ft	akq	NAD27	HGIRG	0.02	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=akq&gage=alkv2
132	Point	ALLA4	not_defined	ALLISON DCP	35.939167	-92.114167	White River	AR	294.96	7/8/2016 15:45	ft	 	 	 	 	 	ft	lzk	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lzk&gage=alla4
133	Point	ALLM1	no_flooding	Allagash	47.069722	-69.079444	Allagash River	ME	4.97	7/8/2016 16:00	ft	12	15	17	19	 	ft	car	NAD83/WGS84	HGIRG	4.16	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=car&gage=allm1
134	Point	ALLN4	no_flooding	Allenwood	40.146667	-74.122222	Manasquan River	NJ	7.5	7/8/2016 15:30	ft	13.5	14.5	 	 	 	ft	phi	NAD83/WGS84	HGIRG	0.02	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=alln4
135	Point	ALLP1	no_flooding	Allentown	40.582222	-75.483333	Little Lehigh Creek	PA	0.1	7/8/2016 15:30	ft	5	6	8	10	 	ft	phi	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=allp1
136	Point	ALMA3	no_flooding	Alamo Lake	34.230833	-113.608056	Bill Williams River	AZ	1082.76	7/8/2016 16:00	ft	1235	1235	 	1265	 	ft	psr	NAD83/WGS84	HPIRG	42.6	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=psr&gage=alma3
137	Point	ALMK1	no_flooding	Alta Mills	38.112222	-97.591944	Little Arkansas River	KS	10.36	7/8/2016 16:15	ft	20	22	25	27	 	ft	ict	NAD83/WGS84	HGIRG	1.48	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ict&gage=almk1
138	Point	ALMM4	obs_not_current	Alma	43.379444	-84.655556	Pine River	MI	1.68	7/6/2016 12:00	ft	7	8	10	12	 	ft	grr	NAD83/WGS84	HGIRZ	0.12	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=grr&gage=almm4
139	Point	ALMW3	no_flooding	Alma	44.326389	-91.919167	Mississippi River	WI	5.42	7/8/2016 13:00	ft	10	16	17	18	 	ft	arx	NAD83/WGS84	HGIRZ	34.2	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=arx&gage=almw3
140	Point	ALNI2	no_flooding	Mel Price (Alton) Lock and Dam	38.866389	-90.146389	Mississippi River	IL	13.05	7/8/2016 16:00	ft	19	21	29	34	 	ft	lsx	NAD83/WGS84	HTIRG	202	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=alni2
141	Point	ALNP1	no_flooding	Allentown	40.623056	-75.482778	Jordan Creek	PA	1.38	7/8/2016 15:45	ft	6	8	10	11	 	ft	phi	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=alnp1
142	Point	ALOI4	no_flooding	Waterloo	42.495542	-92.334352	Cedar River	IA	6.88	7/8/2016 16:00	ft	8.5	13	19	21	 	ft	dmx	NAD83/WGS84	HGIRG	4.56	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=aloi4
143	Point	ALOT2	no_flooding	Alto	31.669444	-94.956667	Angelina River	TX	11.87	7/8/2016 16:00	ft	28.5	29	31	33	 	ft	shv	NAD83/WGS84	HGIRG	0.13	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=alot2
144	Point	ALPI3	no_flooding	Alpine	39.579444	-85.158056	West Fork Whitewater River	IN	7.08	7/8/2016 16:00	ft	13	17	20	21.5	 	ft	iln	NAD83/WGS84	HGIRG	0.36	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=alpi3
145	Point	ALPW4	not_defined	Alpine	43.196111	-110.889444	Snake River	WY	5.21	7/8/2016 15:30	ft	 	 	 	 	 	ft	riw	NAD83/WGS84	HGIRG	5.44	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=riw&gage=alpw4
146	Point	ALQC1	not_defined	Pleasanton	37.694444	-121.919444	Alamo CN	CA	1.56	7/8/2016 15:45	ft	 	 	 	 	 	ft	mtr	NAD83/WGS84	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=alqc1
147	Point	ALQF1	no_flooding	Pleasant Ridge at Nelson Road	30.668889	-86.186667	Alaqua Creek	FL	46.74	7/8/2016 16:00	ft	51	54	58	61	 	ft	tae	NAD83/WGS84	HGIRG	0.03	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=alqf1
148	Point	ALSM4	no_flooding	Alston	46.726389	-88.661944	Sturgeon River	MI	4.44	7/8/2016 15:30	ft	7.5	8	11	14	 	ft	mqt	NAD83/WGS84	HGIRP	0.4	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mqt&gage=alsm4
149	Point	ALSQ9	no_flooding	Bates River	60.119167	-137.974167	Alsek River	AK	30.18	7/8/2016 16:05	ft	31.5	32.5	34	 	 	ft	pajk	NAD83/WGS84	HGIRG	26.6	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pajk&gage=alsq9
150	Point	ALSV2	no_flooding	Allisonia	36.9375	-80.745833	New River	VA	1.8	7/8/2016 15:30	ft	6	8	11	14	 	ft	rnk	NAD83/WGS84	HGIRG	2.16	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=alsv2
151	Point	ALTC2	no_flooding	Almont	38.664444	-106.844722	Taylor River	CO	2.56	7/8/2016 16:15	ft	4.2	5	6.5	8	 	ft	gjt	NAD83/WGS84	HGIRG	0.51	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=altc2
152	Point	ALTF1	no_flooding	Altha (CR 274)	30.533889	-85.165278	Chipola River	FL	9.32	7/8/2016 16:00	ft	18	22	23	30	 	ft	tae	NAD83/WGS84	HGIRG	0.88	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=altf1
153	Point	ALTI4	no_flooding	Alton	42.981944	-96.000833	Floyd River	IA	6.67	7/8/2016 16:00	ft	10	12	16	18	 	ft	fsd	NAD83/WGS84	HGIRG	0.24	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=fsd&gage=alti4
154	Point	ALTO2	not_defined	Lake Altus at Lugert	34.885556	-99.295278	North Fork of the Red River	OK	1558.56	7/8/2016 15:00	ft	 	 	 	 	 	ft	oun	NAD83/WGS84	HPIRG	130	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=alto2
155	Point	ALTS1	no_flooding	Alston	34.243056	-81.319722	Broad River in NC/SC	SC	3.94	7/8/2016 16:00	ft	11.5	20	25	30	 	ft	cae	NAD83/WGS84	HGIRG	2	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=cae&gage=alts1
156	Point	ALTV2	no_flooding	Altavista	37.104444	-79.295556	Roanoke River	VA	4.79	7/8/2016 16:00	ft	16	18	24	29	 	ft	rnk	NAD83/WGS84	HGIRG	2.11	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=altv2
157	Point	ALVK2	minor	Alvaton	36.895278	-86.380556	Drakes Creek	KY	25.61	7/8/2016 15:45	ft	22	24	35	42	3.6	ft	lmk	NAD27	HGIRG	15.1	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lmk&gage=alvk2
158	Point	ALVM5	no_flooding	Alvarado	48.195	-97.005	Snake River (09020309)	MN	100.09	7/8/2016 15:30	ft	105	106	108	110	 	ft	fgf	NAD83/WGS84	HGIRG	0.23	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=fgf&gage=alvm5
159	Point	ALWP1	not_defined	Allenwood	41.1081	-76.89	West Branch Susquehanna River	PA	7.17	7/8/2016 15:45	ft	 	 	 	 	 	ft	ctp	NAD83/WGS84	HGIRG	1.38	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=alwp1
160	Point	ALXN6	not_defined	Alexandria Bay NOS	44.33	-75.933056	St. Lawrence River	NY	2.36	7/8/2016 14:54	ft	 	 	 	 	 	ft	buf	NAD83/WGS84	HMIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=buf&gage=alxn6
161	Point	ALXO2	no_flooding	Alex	34.925833	-97.773611	Washita River	OK	2.48	7/8/2016 16:00	ft	24	28	29	31	 	ft	oun	NAD83/WGS84	HGIRG	0.14	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=alxo2
162	Point	ALXW3	no_flooding	Alexander Dam	45.188056	-89.755	Wisconsin River	WI	1254.91	7/8/2016 16:10	ft	1256	1259	1261	1263	 	ft	grb	NAD83/WGS84	HTIRP	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=grb&gage=alxw3
163	Point	ALYM7	no_flooding	Alley Spring	37.148056	-91.443056	Jacks Fork	MO	2.82	7/8/2016 15:30	ft	5.3	9	12	16	1.7	ft	sgf	NAD83/WGS84	HGIRG	0.15	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=alym7
164	Point	AMAT2	no_flooding	Amarillo	35.470278	-101.879167	Canadian River	TX	0.72	7/8/2016 16:15	ft	6	7	10	15	 	ft	ama	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ama&gage=amat2
165	Point	AMBN1	no_flooding	Amboy	40.088889	-98.435278	Elm Creek (trib. to Republican River)	NE	7.41	7/8/2016 16:00	ft	15	17	22	25	 	ft	gid	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gid&gage=ambn1
166	Point	AMBW3	no_flooding	Amberg	45.5	-88	Pike River	WI	2.7	7/8/2016 15:15	ft	4.5	6.5	8	9	 	ft	grb	NAD83/WGS84	HGIRP	0.16	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=grb&gage=ambw3
167	Point	AMCK1	no_flooding	Americus	38.466944	-96.250278	Neosho River	KS	3.92	7/8/2016 15:15	ft	21	26	27	40	 	ft	top	NAD83/WGS84	HGIRG	0.18	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=top&gage=amck1
168	Point	AMCO2	no_flooding	Ames	36.21833	-98.25444	Cimarron River	OK	4.16	7/8/2016 15:45	ft	9	10	11	13	 	ft	oun	NAD83/WGS84	HGIRG	0.29	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=amco2
169	Point	AMCS2	no_flooding	Aberdeen	45.470556	-98.453611	Moccasin Creek	SD	2.49	7/8/2016 15:45	ft	5	6	 	 	 	ft	abr	NAD83/WGS84	HGIRG	0.02	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=abr&gage=amcs2
170	Point	AMEI4	no_flooding	Ames W Riverside Rd	42.066513	-93.620134	South Skunk River	IA	2.93	7/8/2016 16:00	ft	11	12.5	16	16.5	 	ft	dmx	NAD83/WGS84	HGIRG	0.09	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=amei4
171	Point	AMEN8	not_defined	Amenia	47.015278	-97.213611	Maple River (09020205)	ND	0.41	7/8/2016 15:15	ft	 	 	 	 	 	ft	fgf	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=fgf&gage=amen8
172	Point	AMFI1	not_defined	Neeley	42.767508	-112.879475	Snake River	ID	6.29	7/8/2016 15:30	ft	 	 	 	 	 	ft	pih	NAD83/WGS84	HGIRG	11.7	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pih&gage=amfi1
173	Point	AMIL1	no_flooding	Amite	30.728889	-90.484167	Tangipahoa River	LA	4.95	7/8/2016 16:00	ft	18	21	25	30	 	ft	lix	NAD83/WGS84	HGIRG	0.33	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=amil1
174	Point	AMIT2	no_flooding	Lake Amistad	29.47	-101.03	Rio Grande	TX	1093.16	7/8/2016 16:15	ft	 	1120	1122	1125	 	ft	ewx	NAD83/WGS84	HPIRG	93.1	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=amit2
175	Point	AMRL1	no_flooding	Amerada Pass	29.449444	-91.338056	Tide Station	LA	1.4	7/8/2016 15:54	ft	2.57	4	5	6	-1	ft	lch	NAD83/WGS84	HMIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lch&gage=amrl1
176	Point	AMRW1	not_defined	Nile	46.977778	-121.1675	American River (WA)	WA	72.73	7/8/2016 15:30	ft	 	 	 	 	 	ft	pdt	NAD83/WGS84	HGIRG	0.18	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pdt&gage=amrw1
177	Point	AMTI3	no_flooding	Amity	39.418889	-86.005	Youngs Creek	IN	1.81	7/8/2016 16:15	ft	5	7	10	14	1.5	cfs	ind	NAD83/WGS84	HGIRG	0.13	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=amti3
178	Point	AMTT2	no_flooding	Aspermont 10S	33.008056	-100.333889	Brazos River	TX	4.65	7/8/2016 15:15	ft	19	21	35	37	 	ft	lub	NAD83/WGS84	HGIRG	0.02	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lub&gage=amtt2
179	Point	AMWI4	no_flooding	Ames Lincoln Way	42.022544	-93.63043	Squaw Creek (Central IA)	IA	1.54	7/8/2016 15:00	ft	8	10	14	15.5	 	ft	dmx	NAD83/WGS84	HGIRG	0.02	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=amwi4
180	Point	AMYM6	no_flooding	Amory	33.985556	-88.551111	Tombigbee River	MS	11.72	7/8/2016 16:15	ft	19	20	25	33	 	ft	meg	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=meg&gage=amym6
181	Point	ANAD2	no_flooding	Washington Aquatic Gardens	38.914444	-76.950278	Anacostia River	DC	2.18	7/8/2016 15:54	ft	3.5	 	 	 	 	ft	lwx	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=anad2
182	Point	ANAV2	no_flooding	Annandale	38.812778	-77.228611	Accotink Creek	VA	1.9	7/8/2016 15:45	ft	8	9.5	11	15	 	ft	lwx	NAD83/WGS84	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=anav2
183	Point	ANAW1	no_flooding	Anatone	46.097222	-116.976667	Snake River (WA)	WA	5.49	7/8/2016 15:15	ft	19	20	23	24	 	ft	otx	NAD83/WGS84	HGIRG	23.6	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=otx&gage=anaw1
184	Point	ANDI1	not_defined	Anderson Ranch Dam	43.341667	-115.477778	South Fork Boise River	ID	5.51	7/8/2016 15:30	ft	 	 	 	 	 	ft	boi	NAD83/WGS84	HGIRG	1.72	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=boi&gage=andi1
185	Point	ANDI3	no_flooding	Anderson	40.105556	-85.671111	White River (IN)	IN	4.68	7/8/2016 15:30	ft	7.8	10	15	19	28	cfs	ind	NAD83/WGS84	HGIRG	0.24	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=andi3
186	Point	ANDM3	no_flooding	Andover	42.671389	-71.149722	Shawsheen River	MA	26.35	7/8/2016 15:30	ft	28	29	32	35	 	ft	box	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=andm3
187	Point	ANDM8	no_flooding	Anaconda	46.133611	-112.913333	Warm Springs Creek	MT	2.29	7/8/2016 15:30	ft	4	4.4	 	 	 	ft	mso	NAD83/WGS84	HGIRG	0.11	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mso&gage=andm8
188	Point	ANDO2	no_flooding	Anadarko	35.084167	-98.243056	Washita River	OK	7.36	7/8/2016 15:30	ft	17	19	21	23	 	ft	oun	NAD83/WGS84	HGIRG	0.29	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=ando2
189	Point	ANGM6	no_flooding	Anguilla	32.971667	-90.777778	Big Sunflower River	MS	24.17	7/8/2016 16:00	ft	44	45	48	50	 	ft	jan	NAD83/WGS84	HGIRG	0.83	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=jan&gage=angm6
190	Point	ANGS2	no_flooding	Angostura Reservoir	43.343333	-103.438056	Cheyenne River	SD	3183.89	7/8/2016 16:15	ft	3187.2	 	 	 	 	ft	unr	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=unr&gage=angs2
191	Point	ANKI4	not_defined	Ankeny NE 86th Ave	41.717377	-93.570133	Fourmile Creek (Central IA)	IA	1.13	7/8/2016 15:15	ft	 	 	 	 	 	ft	dmx	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=anki4
192	Point	ANKM5	not_defined	Hwy 610 in Brooklyn Park	45.126667	-93.296667	Mississippi River	MN	3.33	7/8/2016 16:00	ft	 	 	 	 	2300	cfs	mpx	NAD83/WGS84	HGIRG	6.49	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mpx&gage=ankm5
